order_id,user_id,purchase_datetime,country,purchase_channel,brand,category,subcategory,color,material,base_price,discount_pct,final_price,gender,age,height_cm,weight_kg,bmi,body_shape,chest_bust_cm,waist_cm,hip_cm,size_system,recommended_size,purchased_size,fit_feedback,fit_score,returned,return_reason
ORD250811502,U25844,2024-12-14 00:43:34,Canada,Marketplace,Zara,Outerwear,Cardigan,Grey,Rayon,6794.85,35,4416.65,Female,42,157.6,49.6,20.0,Inverted Triangle,80.7,64.2,85.8,Alpha,XS,XS,Slightly Tight,2,1,Fit was slightly tight
ORD250803486,U68494,2025-06-15 07:33:33,Australia,App,Calvin Klein,Outerwear,Blazer,Pink,Denim,3175.49,30,2222.84,Male,26,175.0,85.7,28.0,Rectangle,103.4,84.1,97.5,Alpha,M,M,Perfect,5,0,None
ORD250800103,U92691,2023-10-16 03:32:32,India,App,Uniqlo,Bottoms,Skirt,Brown,Wool,1311.21,5,1245.65,Female,28,161.4,65.9,25.3,Apple,90.2,71.1,94.3,Alpha,S,XS,Slightly Tight,2,1,Fit was slightly tight
ORD250806480,U40685,2025-06-03 23:06:33,Australia,App,Levi's,Dresses,Wrap,Blue,Leather,4608.55,25,3456.41,Male,25,185.1,74.8,21.8,Rectangle,101.6,83.1,98.0,Alpha,M,M,Perfect,5,0,None
ORD250803305,U49331,2024-06-03 20:30:33,Canada,Web,Puma,Accessories,Scarf,Yellow,Silk,2799.07,30,1959.35,Female,43,145.7,70.4,33.2,Petite,92.8,72.4,95.0,Alpha,S,L,Too Large,1,1,Size too large
ORD250800470,U89711,2023-09-25 03:42:32,India,Store,Biba,Outerwear,Blazer,Blue,Cotton,3483.04,20,2786.43,Female,33,160.4,51.6,20.1,Plus,82.3,65.4,87.5,Alpha,XS,M,Too Large,1,1,Size too large
ORD250800405,U77652,2025-08-13 22:36:32,USA,App,Adidas,Bottoms,Jeans,Olive,Wool,2498.04,40,1498.82,Female,29,160.6,50.0,19.4,Athletic,81.5,64.8,86.8,Alpha,XS,XS,Too Small,1,1,Size too small
ORD250805014,U73604,2024-09-29 23:53:33,India,Web,Tommy Hilfiger,Outerwear,Puffer,Yellow,Silk,8820.08,10,7938.07,Male,34,167.3,63.8,22.8,Pear,93.0,76.0,89.3,Alpha,S,L,Too Large,1,1,Size too large
ORD250809657,U74620,2024-10-24 04:10:34,India,Web,Puma,Outerwear,Blazer,Maroon,Wool,4986.61,30,3490.63,Male,33,182.4,89.3,26.8,Apple,106.1,86.4,100.5,Alpha,L,XXL,Too Large,1,1,Size too large
ORD250811756,U34900,2024-07-22 00:22:34,India,Web,Calvin Klein,Bottoms,Shorts,Red,Blends,2740.8,25,2055.6,Male,34,162.0,74.4,28.3,Athletic,96.7,78.6,90.9,Alpha,M,M,Perfect,5,0,None
ORD250804641,U13525,2024-11-11 00:40:33,UK,App,Marks & Spencer,Accessories,Backpack,Red,Rayon,1167.84,40,700.7,Female,30,174.0,48.8,16.1,Pear,84.0,67.2,90.4,Alpha,XS,M,Too Large,1,1,Size too large
ORD250800555,U26228,2024-12-20 06:24:32,UK,App,FabIndia,Accessories,Socks,Red,Blends,2295.01,40,1377.01,Male,31,174.1,75.2,24.8,Rectangle,99.1,80.9,94.5,Alpha,M,XL,Too Large,1,1,Size too large
ORD250800313,U34498,2025-04-24 01:20:32,India,Web,W,Footwear,Sneakers,Brown,Linen,1841.88,25,1381.41,Male,32,183.5,64.2,19.1,Petite,97.4,79.9,94.9,Numeric,11,11,Perfect,5,0,None
ORD250810547,U30484,2024-09-03 03:27:34,India,App,Forever 21,Dresses,Wrap,Pink,Synthetic,3375.11,30,2362.58,Unisex,27,187.9,85.9,24.3,Inverted Triangle,102.8,81.2,108.0,Alpha,M,L,Slightly Loose,3,1,Fit was slightly loose
ORD250809925,U90531,2024-04-30 22:51:34,USA,App,Gap,Outerwear,Puffer,Pink,Synthetic,6098.74,40,3659.24,Male,28,171.6,78.0,26.5,Pear,99.8,81.3,94.5,Alpha,M,XL,Too Large,1,1,Size too large
ORD250809590,U19820,2025-04-13 06:41:34,USA,App,Puma,Ethnicwear,Sherwani,Blue,Polyester,6169.94,0,6169.94,Male,41,180.7,81.2,24.9,Apple,102.8,83.9,98.1,Alpha,M,S,Slightly Tight,2,1,Fit was slightly tight
ORD250805390,U67364,2023-11-02 04:39:33,Australia,Web,Van Heusen,Footwear,Loafers,Maroon,Cotton,5193.99,10,4674.59,Female,29,157.5,70.5,28.4,Hourglass,92.5,72.6,95.9,Numeric,6,7,Slightly Loose,3,1,Fit was slightly loose
ORD250800756,U93480,2024-09-23 06:23:32,USA,Marketplace,Nike,Outerwear,Coat,Grey,Leather,9053.19,5,8600.53,Male,43,165.5,67.4,24.6,Inverted Triangle,94.2,76.8,89.8,Alpha,S,S,Perfect,5,0,None
ORD250804436,U66917,2024-06-25 18:15:33,India,Web,Uniqlo,Tops,Blouse,Maroon,Wool,1135.01,5,1078.26,Female,40,156.7,74.6,30.4,Plus,94.8,74.2,97.8,Alpha,S,L,Too Large,1,1,Size too large
ORD250807832,U26485,2024-05-15 01:04:33,UAE,App,Under Armour,Dresses,A-Line,Blue,Denim,4450.23,25,3337.67,Female,33,151.9,66.8,29.0,Hourglass,90.2,70.7,93.4,Alpha,S,L,Too Large,1,1,Size too large
ORD250809697,U78701,2024-11-30 02:38:34,India,App,Adidas,Outerwear,Hoodie,Beige,Polyester,8354.92,20,6683.94,Male,17,178.0,81.8,25.8,Hourglass,102.5,83.5,97.4,Alpha,M,L,Slightly Loose,3,1,Fit was slightly loose
ORD250801665,U10881,2023-10-15 21:07:32,India,Marketplace,Under Armour,Outerwear,Jacket,Pink,Denim,5745.72,15,4883.86,Male,23,183.4,72.4,21.5,Petite,100.3,82.1,96.8,Alpha,M,M,Perfect,5,0,None
ORD250803621,U80997,2023-10-02 05:59:33,UK,Web,Gap,Accessories,Handbag,Olive,Cotton,949.85,40,569.91,Female,30,169.5,69.9,24.3,Rectangle,93.1,73.5,97.7,Alpha,S,S,Perfect,5,0,None
ORD250805694,U41429,2025-01-18 00:14:33,India,Web,Marks & Spencer,Outerwear,Coat,Purple,Blends,3895.06,20,3116.05,Female,20,177.8,82.0,25.9,Pear,99.7,78.6,104.3,Alpha,M,S,Slightly Tight,2,1,Fit was slightly tight
ORD250800617,U61199,2024-07-30 20:49:32,UK,Store,Roadster,Tops,T-Shirt,Black,Wool,1355.46,60,542.18,Female,36,171.9,83.1,28.1,Athletic,99.7,78.3,103.6,Alpha,M,S,Slightly Tight,2,1,Fit was slightly tight
ORD250800146,U74930,2024-09-08 22:06:32,India,Store,Under Armour,Ethnicwear,Kurta,Red,Blends,3416.64,25,2562.48,Male,28,173.3,76.4,25.4,Apple,99.4,81.1,94.6,Alpha,M,XL,Too Large,1,1,Size too large
ORD250807338,U13054,2025-07-08 01:33:33,UAE,Store,Forever 21,Footwear,Boots,Black,Denim,8544.86,0,8544.86,Female,25,145.0,64.6,30.7,Pear,89.1,69.6,91.7,Numeric,6,8,Too Large,1,1,Size too large
ORD250805922,U65851,2024-10-15 18:29:33,UK,Web,Roadster,Footwear,Sandals,Pink,Synthetic,5219.3,35,3392.55,Male,27,172.7,93.4,31.3,Petite,106.2,86.1,99.0,Numeric,10,12,Too Large,1,1,Size too large
ORD250811773,U18877,2023-10-02 21:08:34,UK,Web,Uniqlo,Tops,Shirt,Maroon,Silk,1103.64,15,938.09,Unisex,38,166.2,64.7,23.4,Petite,90.1,71.2,94.8,Alpha,S,S,Perfect,5,0,None
ORD250809889,U32271,2024-06-04 06:06:34,India,Web,Mango,Footwear,Loafers,Navy,Wool,7151.52,25,5363.64,Female,26,161.8,62.3,23.8,Apple,88.3,69.8,92.8,Numeric,5,6,Slightly Loose,3,1,Fit was slightly loose
ORD250805862,U19231,2023-11-18 20:08:33,UK,App,W,Outerwear,Coat,Yellow,Polyester,3609.77,15,3068.3,Male,22,182.0,102.4,30.9,Rectangle,110.8,89.9,103.6,Alpha,L,L,Perfect,5,0,None
ORD250804569,U72402,2024-10-31 20:42:33,USA,Marketplace,Uniqlo,Bottoms,Chinos,Pink,Silk,1437.13,30,1005.99,Male,25,171.9,72.8,24.6,Rectangle,97.7,79.7,93.2,Alpha,M,XS,Too Small,1,1,Size too small
ORD250808731,U27075,2024-05-22 19:54:34,USA,App,Uniqlo,Outerwear,Jacket,Olive,Wool,2280.64,10,2052.58,Female,27,170.3,59.0,20.3,Athletic,87.9,69.9,93.4,Alpha,XS,M,Too Large,1,1,Size too large
ORD250811958,U63666,2024-07-04 01:41:34,India,Marketplace,Tommy Hilfiger,Bottoms,Shorts,Purple,Wool,1972.23,35,1281.95,Male,28,181.9,63.1,19.1,Pear,96.5,79.2,94.1,Alpha,M,M,Perfect,5,0,None
ORD250808725,U63063,2024-06-09 18:59:34,USA,Store,Nike,Footwear,Loafers,Navy,Denim,6024.55,20,4819.64,Male,25,155.3,69.5,28.8,Inverted Triangle,93.6,76.0,87.8,Numeric,12,12,Perfect,5,0,None
ORD250809114,U14561,2024-01-09 05:58:34,India,Store,Marks & Spencer,Outerwear,Coat,Grey,Cotton,2824.03,20,2259.22,Unisex,26,165.2,64.8,23.7,Hourglass,90.0,71.1,94.6,Alpha,S,XS,Slightly Tight,2,1,Fit was slightly tight
ORD250811066,U75655,2024-04-22 18:54:34,India,Web,Allen Solly,Ethnicwear,Lehenga,Purple,Polyester,2788.09,40,1672.85,Male,36,164.8,62.0,22.8,Pear,91.6,74.9,88.0,Alpha,S,XS,Too Small,1,1,Size too small
ORD250805941,U23841,2025-07-06 04:07:33,India,Marketplace,Uniqlo,Accessories,Scarf,Pink,Polyester,1135.8,35,738.27,Male,35,170.9,64.6,22.1,Apple,94.1,77.0,90.7,Alpha,S,L,Too Large,1,1,Size too large
ORD250804378,U30002,2024-10-15 21:28:33,Australia,App,Mango,Footwear,Sneakers,Red,Linen,2520.22,50,1260.11,Male,26,177.4,75.8,24.1,Inverted Triangle,100.1,81.7,95.7,Numeric,6,6,Perfect,5,0,None
ORD250803676,U79175,2023-08-22 01:52:33,India,Web,Nike,Footwear,Loafers,Grey,Silk,6229.33,20,4983.46,Male,16,185.0,68.3,20.0,Rectangle,99.3,81.4,96.4,Numeric,10,9,Slightly Tight,2,1,Fit was slightly tight
ORD250811448,U88438,2024-11-13 20:25:34,India,App,Tommy Hilfiger,Bottoms,Jeans,Black,Synthetic,1838.67,25,1379.0,Unisex,23,164.2,87.8,32.6,Hourglass,101.8,79.5,104.6,Alpha,M,M,Perfect,5,0,None
ORD250807883,U21219,2023-08-21 21:35:33,India,Web,Mango,Activewear,Tank,Pink,Denim,3650.97,50,1825.48,Female,36,159.9,51.5,20.1,Plus,82.1,65.3,87.3,Alpha,XS,S,Slightly Loose,3,1,Fit was slightly loose
ORD250805080,U35318,2024-05-02 18:36:33,India,Store,U.S. Polo Assn.,Outerwear,Coat,Blue,Blends,6136.67,15,5216.17,Unisex,18,168.7,76.7,27.0,Petite,96.3,75.8,100.4,Alpha,S,S,Perfect,5,0,None
ORD250805141,U92036,2024-10-30 02:48:33,India,App,Forever 21,Bottoms,Trousers,Black,Rayon,1997.24,30,1398.07,Male,25,167.5,59.0,21.0,Rectangle,91.0,74.5,88.0,Alpha,S,M,Slightly Loose,3,1,Fit was slightly loose
ORD250804461,U98565,2025-05-05 23:58:33,UK,Web,Biba,Outerwear,Hoodie,White,Cotton,2607.95,25,1955.96,Unisex,29,158.7,74.7,29.7,Hourglass,94.8,74.3,98.1,Alpha,S,M,Slightly Loose,3,1,Fit was slightly loose
ORD250811329,U87261,2024-12-29 02:05:34,India,Marketplace,Uniqlo,Activewear,Track Pants,White,Silk,3103.06,35,2016.99,Female,35,162.6,66.7,25.2,Petite,90.7,71.5,94.9,Alpha,S,L,Too Large,1,1,Size too large
ORD250806314,U64334,2024-04-10 21:50:33,India,Store,Allen Solly,Footwear,Loafers,Black,Denim,7832.72,15,6657.81,Male,34,166.5,78.3,28.2,Inverted Triangle,99.1,80.5,93.2,Numeric,8,7,Slightly Tight,2,1,Fit was slightly tight
ORD250805278,U68163,2023-08-31 20:33:33,USA,App,Adidas,Bottoms,Jeans,Beige,Silk,3370.74,20,2696.59,Unisex,34,173.6,73.8,24.5,Apple,95.5,75.4,100.2,Alpha,S,XS,Too Small,1,1,Size too small
ORD250810792,U96660,2024-08-07 21:27:34,India,Web,Biba,Ethnicwear,Saree,Purple,Linen,3064.27,5,2911.06,Male,25,177.6,81.5,25.8,Rectangle,102.3,83.4,97.2,Alpha,M,XS,Too Small,1,1,Size too small
ORD250808398,U24140,2024-07-07 18:13:34,India,App,H&M,Outerwear,Cardigan,White,Linen,3708.42,15,3152.16,Female,31,172.0,77.5,26.2,Hourglass,97.0,76.4,101.4,Alpha,S,S,Perfect,5,0,None
ORD250807955,U84185,2023-12-02 23:19:33,India,Store,Mango,Outerwear,Jacket,Brown,Silk,5445.01,20,4356.01,Female,28,171.3,69.0,23.5,Petite,92.9,73.5,97.7,Alpha,S,S,Perfect,5,0,None
ORD250804068,U98428,2024-06-17 23:39:33,India,Store,Puma,Tops,Blouse,White,Denim,1301.94,25,976.46,Male,38,180.9,77.8,23.8,Plus,101.6,83.0,97.3,Alpha,M,XS,Too Small,1,1,Size too small
ORD250808662,U35111,2024-09-01 23:43:34,Canada,Web,Uniqlo,Footwear,Sandals,Black,Wool,2187.07,40,1312.24,Male,42,183.3,90.5,26.9,Apple,106.7,86.9,101.1,Numeric,12,12,Slightly Loose,3,1,Fit was slightly loose
ORD250806746,U94990,2024-03-12 02:17:33,India,Store,Gap,Accessories,Scarf,Grey,Cotton,882.62,25,661.97,Female,45,163.5,59.9,22.4,Hourglass,87.2,69.1,92.0,Alpha,XS,XS,Too Small,1,1,Size too small
ORD250802566,U96149,2024-12-28 01:43:32,India,Web,W,Footwear,Heels,Black,Linen,9493.59,25,7120.19,Female,30,153.6,71.3,30.2,Apple,92.9,72.7,95.9,Numeric,12,12,Perfect,5,0,None
ORD250810524,U30001,2024-12-01 20:45:34,UAE,Web,Adidas,Bottoms,Jeans,Blue,Denim,2342.98,15,1991.53,Female,28,170.1,56.9,19.7,Inverted Triangle,86.9,69.1,92.5,Alpha,XS,XS,Too Small,1,1,Size too small
ORD250811361,U99611,2023-12-14 00:14:34,Australia,Web,Nike,Bottoms,Shorts,Brown,Wool,2265.76,25,1699.32,Female,28,162.2,52.6,20.0,Pear,83.2,66.1,88.4,Alpha,XS,XS,Too Small,1,1,Size too small
ORD250807007,U77359,2024-02-03 17:49:33,India,App,H&M,Accessories,Handbag,Green,Denim,854.81,40,512.89,Unisex,37,164.6,81.2,30.0,Apple,98.4,77.1,101.7,Alpha,S,S,Perfect,5,0,None
ORD250800570,U68455,2024-02-15 00:35:32,Germany,Store,FabIndia,Outerwear,Coat,Maroon,Synthetic,6000.08,35,3900.05,Male,24,176.8,57.2,18.3,Inverted Triangle,92.8,76.2,90.7,Alpha,S,S,Perfect,5,0,None
ORD250806259,U43083,2023-09-12 00:22:33,Canada,App,Tommy Hilfiger,Tops,Sweatshirt,Olive,Linen,1542.89,0,1542.89,Female,38,171.1,40.5,13.8,Plus,79.3,63.7,86.0,Alpha,XS,XS,Perfect,5,0,None
ORD250803516,U40729,2023-11-18 07:20:33,India,App,Biba,Tops,Sweatshirt,Yellow,Wool,800.37,10,720.33,Female,16,159.8,44.5,17.4,Athletic,78.3,62.5,85.0,Alpha,XS,M,Too Large,1,1,Size too large
ORD250808901,U97389,2024-02-12 22:19:34,Canada,Store,Van Heusen,Ethnicwear,Kurti,Red,Blends,5135.82,25,3851.86,Male,18,160.5,91.7,35.6,Pear,104.6,84.5,95.9,Alpha,M,M,Perfect,5,0,None
ORD250807268,U40406,2024-09-25 05:52:33,Australia,Web,FabIndia,Accessories,Handbag,Olive,Blends,2678.34,30,1874.84,Female,18,153.9,45.9,19.4,Pear,78.0,62.0,85.0,Alpha,XS,XS,Too Small,1,1,Size too small
ORD250809209,U67799,2023-12-16 01:37:34,India,App,Mango,Tops,Blouse,Brown,Polyester,1974.7,40,1184.82,Female,34,163.6,62.1,23.2,Pear,88.4,69.9,93.1,Alpha,XS,M,Too Large,1,1,Size too large
ORD250806655,U10057,2024-07-27 06:02:33,Singapore,Web,Adidas,Footwear,Sneakers,Yellow,Polyester,10107.12,35,6569.63,Female,34,161.3,78.0,30.0,Athletic,96.7,75.7,99.9,Numeric,12,12,Slightly Loose,3,1,Fit was slightly loose
ORD250803269,U77768,2025-04-29 04:37:33,UAE,Store,Puma,Footwear,Loafers,Beige,Synthetic,5996.77,20,4797.42,Male,27,171.4,64.5,22.0,Apple,94.2,77.1,90.8,Numeric,9,9,Perfect,5,0,None
ORD250802909,U60942,2024-06-25 20:49:33,India,App,Calvin Klein,Accessories,Cap,Red,Leather,2399.59,40,1439.75,Female,38,167.1,57.7,20.7,Apple,86.7,68.8,92.0,Alpha,XS,M,Too Large,1,1,Size too large
ORD250800741,U47022,2025-05-07 01:27:32,UAE,Web,Levi's,Tops,Sweatshirt,Yellow,Rayon,1388.21,50,694.11,Male,24,171.4,50.0,17.0,Pear,88.3,72.6,86.9,Alpha,S,XS,Too Small,1,1,Size too small
ORD250806338,U18232,2025-02-25 22:49:33,Germany,Store,Under Armour,Activewear,Tank,Maroon,Rayon,1722.6,20,1378.08,Female,25,154.3,59.9,25.2,Athletic,86.2,68.0,90.2,Alpha,XS,XS,Perfect,5,0,None
ORD250811235,U89569,2024-07-18 06:40:34,India,Store,Van Heusen,Tops,Sweatshirt,White,Denim,1327.17,30,929.02,Female,22,164.1,71.6,26.6,Petite,93.4,73.5,97.4,Alpha,S,S,Perfect,5,0,None
ORD250811522,U11447,2024-12-26 22:07:34,India,Web,Nike,Ethnicwear,Sherwani,Pink,Synthetic,9081.15,40,5448.69,Female,23,165.2,55.4,20.3,Inverted Triangle,85.2,67.7,90.5,Alpha,XS,M,Too Large,1,1,Size too large
ORD250803082,U15779,2024-12-30 03:24:33,India,Web,Uniqlo,Ethnicwear,Kurti,Green,Rayon,3509.53,20,2807.62,Male,30,167.7,58.7,20.9,Petite,90.9,74.5,88.0,Alpha,S,S,Perfect,5,0,None
ORD250804967,U27050,2025-05-31 18:05:33,UAE,Web,Biba,Bottoms,Shorts,Pink,Synthetic,2982.02,40,1789.21,Female,29,158.1,76.2,30.5,Inverted Triangle,95.7,74.9,98.7,Alpha,S,S,Perfect,5,0,None
ORD250808448,U28940,2024-06-07 05:37:34,India,App,Calvin Klein,Ethnicwear,Kurti,Black,Wool,6089.06,60,2435.62,Female,28,165.3,75.6,27.7,Athletic,95.5,75.1,99.4,Alpha,S,L,Too Large,1,1,Size too large
ORD250810608,U24371,2025-04-14 03:38:34,India,Store,U.S. Polo Assn.,Bottoms,Leggings,Yellow,Denim,2816.89,20,2253.51,Female,31,162.9,65.1,24.5,Inverted Triangle,89.9,71.0,94.3,Alpha,S,S,Perfect,5,0,None
ORD250808843,U17247,2025-07-27 06:17:34,India,App,U.S. Polo Assn.,Ethnicwear,Sherwani,Brown,Synthetic,3281.58,10,2953.42,Female,33,162.8,66.8,25.2,Apple,90.8,71.6,95.0,Alpha,S,M,Slightly Loose,3,1,Fit was slightly loose
ORD250805210,U89443,2025-03-29 00:26:33,India,Web,Allen Solly,Dresses,Wrap,Red,Wool,1513.4,20,1210.72,Female,19,155.0,63.5,26.4,Inverted Triangle,88.4,69.5,92.1,Alpha,XS,S,Slightly Loose,3,1,Fit was slightly loose
ORD250805636,U72968,2024-01-19 01:56:33,India,Web,Uniqlo,Activewear,Compression Tee,Navy,Polyester,3441.75,25,2581.31,Male,36,184.0,76.6,22.6,Inverted Triangle,102.0,83.4,98.0,Alpha,M,M,Perfect,5,0,None
ORD250806197,U63396,2024-12-30 01:26:33,Australia,Store,Levi's,Accessories,Handbag,Grey,Leather,2588.73,5,2459.29,Female,24,168.3,65.0,22.9,Inverted Triangle,90.5,71.6,95.4,Alpha,S,XS,Too Small,1,1,Size too small
ORD250809579,U25645,2025-08-03 03:06:34,UAE,App,Tommy Hilfiger,Activewear,Sports Bra,Red,Leather,2648.65,0,2648.65,Female,27,153.0,56.6,24.2,Rectangle,84.1,66.4,88.3,Alpha,XS,XS,Perfect,5,0,None
ORD250804031,U10395,2023-11-03 23:09:33,India,Web,Forever 21,Tops,Sweatshirt,Blue,Denim,1228.49,25,921.37,Female,24,174.9,65.2,21.3,Hourglass,91.7,72.8,97.1,Alpha,S,M,Slightly Loose,3,1,Fit was slightly loose
ORD250806132,U87442,2025-04-01 06:15:33,India,Store,Forever 21,Bottoms,Skirt,Grey,Polyester,1821.34,20,1457.07,Unisex,34,158.8,86.7,34.4,Petite,101.5,79.1,103.8,Alpha,M,XL,Too Large,1,1,Size too large
ORD250804025,U89070,2025-04-06 07:24:33,India,App,W,Footwear,Loafers,Purple,Linen,2156.17,10,1940.55,Male,20,168.6,78.7,27.7,Plus,99.6,81.0,93.9,Numeric,12,12,Perfect,5,0,None
ORD250807482,U60953,2025-03-23 01:59:33,India,Web,Marks & Spencer,Dresses,Wrap,Green,Synthetic,4314.64,25,3235.98,Female,29,156.8,61.3,24.9,Athletic,87.2,68.8,91.3,Alpha,XS,XS,Too Small,1,1,Size too small
ORD250803182,U63638,2025-03-13 22:20:33,UK,Web,U.S. Polo Assn.,Tops,T-Shirt,Maroon,Synthetic,1074.08,25,805.56,Female,23,156.0,70.8,29.1,Athletic,92.6,72.6,95.9,Alpha,S,XS,Too Small,1,1,Size too small
ORD250808833,U73780,2024-11-26 06:11:34,USA,App,Gap,Accessories,Belt,Olive,Blends,2340.02,70,702.01,Unisex,27,178.4,46.9,14.7,Rectangle,84.4,67.7,91.2,Alpha,XS,M,Too Large,1,1,Size too large
ORD250802010,U72535,2025-05-25 04:09:32,USA,Web,Gap,Activewear,Yoga Pants,Maroon,Cotton,2089.88,25,1567.41,Male,33,178.0,73.3,23.1,Athletic,99.3,81.1,95.2,Alpha,M,XL,Too Large,1,1,Size too large
ORD250802046,U74078,2023-08-28 19:44:32,USA,App,W,Tops,Henley,Maroon,Rayon,1591.29,20,1273.03,Female,23,164.8,52.5,19.3,Rectangle,83.6,66.5,89.1,Alpha,XS,XS,Perfect,5,0,None
ORD250808151,U57556,2024-04-14 19:04:33,Australia,App,Adidas,Ethnicwear,Anarkali,Purple,Cotton,5938.73,25,4454.05,Female,28,176.1,66.6,21.5,Apple,92.6,73.4,98.0,Alpha,S,L,Too Large,1,1,Size too large
ORD250800835,U50437,2023-11-29 02:58:32,UK,Web,Calvin Klein,Outerwear,Coat,Beige,Linen,9200.87,25,6900.65,Male,24,150.8,84.4,37.1,Hourglass,101.1,81.5,92.0,Alpha,M,S,Slightly Tight,2,1,Fit was slightly tight
ORD250800414,U24984,2025-06-08 02:43:32,India,Marketplace,Roadster,Bottoms,Jeans,Yellow,Leather,2557.32,25,1917.99,Female,31,161.1,70.5,27.2,Petite,92.6,72.8,96.4,Alpha,S,S,Perfect,5,0,None
ORD250808618,U51696,2023-11-29 03:13:34,India,Web,Van Heusen,Outerwear,Blazer,Navy,Denim,6150.08,20,4920.06,Female,31,145.7,43.1,20.3,Petite,78.0,60.0,85.0,Alpha,XS,M,Too Large,1,1,Size too large
ORD250804759,U67048,2024-03-27 04:08:33,UAE,Store,Calvin Klein,Accessories,Belt,Green,Cotton,1782.46,50,891.23,Male,28,173.9,72.9,24.1,Rectangle,98.2,80.2,93.9,Alpha,M,M,Perfect,5,0,None
ORD250800304,U91201,2025-03-15 03:13:32,USA,App,Mango,Bottoms,Shorts,Maroon,Blends,2056.36,15,1747.91,Male,30,175.7,74.0,24.0,Petite,99.0,80.8,94.7,Alpha,M,M,Perfect,5,0,None
ORD250810618,U93117,2025-06-26 19:01:34,India,Web,Nike,Footwear,Sneakers,Black,Leather,5125.73,35,3331.72,Female,23,173.7,60.1,19.9,Inverted Triangle,89.1,70.9,94.8,Numeric,5,7,Too Large,1,1,Size too large
ORD250806630,U72711,2024-11-05 06:02:33,India,Store,H&M,Outerwear,Coat,Navy,Silk,5346.06,10,4811.45,Female,19,168.7,48.8,17.1,Plus,82.6,66.0,88.6,Alpha,XS,S,Slightly Loose,3,1,Fit was slightly loose
ORD250808749,U99581,2024-12-24 18:47:34,India,App,H&M,Tops,Shirt,Maroon,Silk,1515.43,15,1288.12,Female,23,162.9,57.1,21.5,Pear,85.7,67.9,90.6,Alpha,XS,XS,Slightly Tight,2,1,Fit was slightly tight
ORD250807689,U12999,2025-03-20 02:11:33,India,App,Roadster,Dresses,Fit & Flare,Olive,Synthetic,2961.17,25,2220.88,Female,24,164.2,62.6,23.2,Pear,88.7,70.2,93.4,Alpha,S,S,Perfect,5,0,None
ORD250807836,U31395,2024-08-09 01:53:33,India,Web,Van Heusen,Bottoms,Chinos,Purple,Linen,1919.73,15,1631.77,Male,38,186.4,75.9,21.8,Plus,102.3,83.7,98.7,Alpha,M,XL,Too Large,1,1,Size too large
ORD250800527,U61664,2024-04-14 01:17:32,India,App,Nike,Ethnicwear,Kurti,Black,Polyester,6377.57,25,4783.18,Male,22,174.3,84.2,27.7,Hourglass,102.7,83.6,97.0,Alpha,M,XL,Too Large,1,1,Size too large
ORD250802673,U47097,2023-09-20 17:38:32,India,App,Biba,Activewear,Sports Bra,Yellow,Linen,3336.72,25,2502.54,Female,19,155.4,65.3,27.0,Rectangle,89.4,70.3,93.1,Alpha,S,S,Perfect,5,0,None
ORD250808707,U53824,2025-03-29 01:05:34,India,Store,Tommy Hilfiger,Ethnicwear,Anarkali,Grey,Blends,9517.49,25,7138.12,Male,38,175.1,74.4,24.3,Athletic,99.0,80.8,94.6,Alpha,M,XL,Too Large,1,1,Size too large
ORD250800950,U19227,2023-12-27 20:33:32,India,App,Puma,Ethnicwear,Kurta,Green,Silk,3858.75,40,2315.25,Female,26,165.0,71.3,26.2,Plus,93.3,73.5,97.4,Alpha,S,S,Perfect,5,0,None
ORD250810341,U34355,2024-07-09 17:43:34,India,App,Van Heusen,Dresses,Maxi,Green,Synthetic,3288.1,25,2466.07,Unisex,30,180.5,65.3,20.0,Pear,92.9,73.9,98.7,Alpha,S,L,Too Large,1,1,Size too large
ORD250802895,U53744,2023-12-08 06:58:33,India,Web,Under Armour,Bottoms,Skirt,Yellow,Cotton,2670.54,70,801.16,Male,25,181.8,101.4,30.7,Rectangle,110.4,89.6,103.3,Alpha,L,L,Perfect,5,0,None
ORD250808637,U62362,2025-05-23 02:32:34,USA,Store,Calvin Klein,Ethnicwear,Kurti,Purple,Rayon,5130.3,35,3334.7,Female,31,165.1,85.8,31.5,Inverted Triangle,100.8,78.8,103.8,Alpha,M,XS,Too Small,1,1,Size too small
ORD250810380,U73018,2025-03-28 22:23:34,India,App,Calvin Klein,Tops,Henley,Black,Blends,1189.66,35,773.28,Female,36,150.9,53.3,23.4,Hourglass,81.9,64.8,86.2,Alpha,XS,XS,Too Small,1,1,Size too small
ORD250801668,U49094,2024-11-14 01:04:32,India,App,Under Armour,Ethnicwear,Saree,Red,Leather,5718.71,25,4289.03,Female,30,158.2,64.0,25.6,Apple,88.8,70.0,92.9,Alpha,S,XS,Too Small,1,1,Size too small
ORD250800290,U91338,2023-12-09 21:26:32,UK,App,Roadster,Ethnicwear,Anarkali,Pink,Rayon,3474.33,10,3126.9,Female,21,160.8,54.7,21.2,Plus,84.0,66.7,89.0,Alpha,XS,XS,Perfect,5,0,None
ORD250800386,U51012,2025-07-05 21:10:32,India,App,Biba,Activewear,Yoga Pants,Brown,Cotton,2053.57,60,821.43,Male,37,170.8,68.2,23.4,Hourglass,95.6,78.1,91.6,Alpha,M,M,Perfect,5,0,None
